데이터 수신 시간,CO2 평균값,온도 평균값,습도 평균값,CO2 설정값1,온도 설정값1,습도 설정값1,CO2 릴레이동작,난방 릴레이 동작,냉방 릴레이 동작,가습 릴레이 동작,제습 릴레이 동작,알람 릴레이 동작
2025-06-03 00:00:12,955,9.9,92.1,1400,8.0,90.0,0,0,1,0,1,1
2025-06-04 00:00:12,1169,9.8,89.8,1400,8.0,90.0,0,0,1,0,0,1
2025-06-05 00:00:12,891,8.3,88.5,1400,8.0,90.0,0,0,1,0,0,1
2025-06-06 00:00:12,860,8.8,90.8,1400,8.0,90.0,0,0,1,0,1,1
2025-06-07 00:00:11,1045,10.3,91.7,1400,10.0,90.0,0,0,1,0,1,1
2025-06-08 00:00:11,960,10.4,91.9,1400,8.0,90.0,0,0,1,0,1,1
2025-06-09 00:00:10,1317,12.3,91.2,1400,8.0,90.0,0,0,1,0,1,1
2025-06-10 00:00:11,1090,11.2,90.8,1400,11.0,90.0,0,0,1,0,1,1
2025-06-11 00:00:10,1279,13.4,89.7,1400,13.0,90.0,0,0,1,0,0,1
2025-06-12 00:00:10,1410,12.4,89.3,1400,12.0,90.0,0,0,1,0,0,1
2025-06-13 00:00:10,1335,16.2,96.1,1400,16.0,90.0,0,0,0,0,1,0
2025-06-14 00:00:09,1449,15.4,96.1,1400,15.0,90.0,0,0,0,0,1,0
2025-06-15 00:00:09,1462,19.0,91.1,1400,19.0,90.0,0,0,0,0,1,0
2025-06-16 00:00:09,1347,19.3,92.0,1400,19.0,90.0,0,0,1,0,1,0
2025-06-17 00:00:09,1252,19.5,95.7,1400,19.0,90.0,0,0,0,0,1,0
2025-06-18 00:00:08,1338,19.1,91.2,1400,19.0,90.0,0,0,0,0,1,0
2025-06-19 00:00:08,1467,19.6,95.1,1400,19.0,90.0,0,0,0,0,1,0
2025-06-20 00:00:08,1405,19.8,95.3,1400,19.0,90.0,0,0,0,0,1,0
2025-06-21 00:00:07,3061,20.7,94.2,1400,20.0,90.0,1,0,0,0,1,1
2025-06-22 00:00:07,3933,20.9,95.6,1400,20.0,90.0,1,0,0,0,1,1
2025-06-23 00:00:07,4806,20.9,95.6,1400,20.0,90.0,1,0,0,0,1,1
2025-06-24 00:00:06,409,21.3,88.5,1400,20.0,90.0,0,0,1,1,0,1
2025-06-25 00:00:05,817,21.5,97.3,1400,18.0,90.0,0,0,1,0,1,1
2025-06-26 00:00:05,388,21.9,92.9,1400,18.0,90.0,0,0,1,0,1,1
2025-06-27 00:00:05,505,22.3,96.2,1400,18.0,90.0,0,0,1,0,1,1
2025-06-28 00:00:04,2133,18.4,93.5,1400,15.0,90.0,1,0,1,0,1,1
2025-06-29 00:00:04,1557,16.0,94.8,1400,8.0,90.0,1,0,1,0,1,1
2025-06-30 00:00:04,1616,16.1,94.9,1400,13.0,90.0,1,0,1,0,1,1
2025-07-01 00:00:04,1345,16.1,95.4,1400,14.0,90.0,0,0,1,0,1,1
2025-07-02 00:00:04,1291,16.1,94.5,1400,15.0,90.0,0,0,1,0,1,1
2025-07-03 00:00:04,1322,16.7,93.3,1400,15.0,90.0,0,0,1,0,1,1
2025-07-04 00:00:04,1504,16.8,96.1,1400,16.0,90.0,1,0,0,0,1,0
2025-07-05 00:00:03,1360,16.2,92.4,1400,16.0,90.0,0,0,1,0,1,1
2025-07-06 00:00:03,1340,16.9,92.4,1400,16.0,90.0,0,0,1,0,1,0
2025-07-07 00:00:03,1552,16.8,95.7,1400,16.0,90.0,1,0,0,0,1,1
2025-07-08 00:00:02,2454,20.7,96.9,1400,20.0,90.0,1,0,0,0,1,1
2025-07-09 00:00:03,3123,20.7,96.2,1400,20.0,90.0,1,0,0,0,1,1
2025-07-10 00:00:02,3433,20.8,95.7,1400,20.0,90.0,1,0,0,0,1,1
2025-07-11 00:00:02,2891,20.6,94.8,1400,20.0,90.0,1,0,0,0,1,1
2025-07-12 00:00:02,3387,22.6,94.9,1400,22.0,90.0,1,0,0,0,1,1
2025-07-13 00:00:02,4666,22.9,96.2,1400,22.0,90.0,1,0,0,0,1,1
2025-07-14 00:00:02,3966,22.8,96.4,1400,22.0,90.0,1,0,0,0,1,1
2025-07-15 00:00:01,1397,20.6,95.5,1500,20.0,90.0,0,0,0,0,1,0
2025-07-16 00:00:01,1588,21.6,96.0,1500,21.0,90.0,0,0,0,0,1,0
2025-07-17 00:00:01,1456,21.7,96.7,1500,21.0,90.0,0,0,0,0,1,0
2025-07-18 00:00:01,1576,21.9,96.7,1500,21.0,90.0,0,0,0,0,1,0
2025-07-19 00:01:00,1456,21.7,96.4,1500,21.0,90.0,0,0,0,0,1,0
2025-07-20 00:01:00,1350,21.9,97.0,1400,21.0,90.0,0,0,0,0,1,0
2025-07-21 00:00:00,1410,21.5,95.1,1400,21.0,90.0,0,0,0,0,1,0
2025-07-22 00:01:00,1402,22.9,97.8,1400,20.0,90.0,0,0,1,0,1,1
2025-07-23 00:00:59,800,9.4,88.0,1400,9.0,90.0,0,0,0,1,0,0
2025-07-24 00:00:59,1508,20.5,95.7,1400,20.0,90.0,1,0,0,0,1,0
2025-07-25 00:00:59,1337,20.9,96.6,1400,20.0,90.0,0,0,0,0,1,0
2025-07-26 00:00:58,1215,21.9,93.7,1400,22.0,90.0,0,0,0,0,1,0
2025-07-27 00:00:58,1338,16.9,90.1,1400,17.0,90.0,0,0,0,0,0,0
2025-07-28 00:00:58,1469,17.5,93.7,1400,17.0,90.0,0,0,0,0,1,0
2025-07-29 00:00:58,1316,18.1,88.8,1400,18.0,90.0,0,0,1,0,0,0
2025-07-30 00:00:58,1385,19.2,93.5,1400,19.0,90.0,0,0,0,0,1,0
2025-07-31 00:00:58,1367,19.6,95.5,1400,19.0,90.0,0,0,0,0,1,0
2025-08-01 00:00:58,1444,19.6,95.1,1400,19.0,90.0,0,0,0,0,1,0
2025-08-02 00:00:57,1336,20.0,91.0,1400,20.0,90.0,0,0,0,0,0,0
2025-08-03 00:00:57,1316,20.2,91.3,1400,20.0,90.0,0,0,0,0,0,0
2025-08-04 00:00:57,1412,20.2,92.2,1400,20.0,90.0,0,0,0,0,1,0
2025-08-05 00:00:57,1277,20.9,90.5,1400,21.0,90.0,0,0,0,0,0,0
2025-08-06 00:00:57,1483,21.6,94.4,1400,21.0,90.0,0,0,0,0,1,0
2025-08-07 00:00:56,1304,21.2,91.3,1400,21.0,90.0,0,0,0,0,0,0
2025-08-08 00:00:56,1410,21.9,95.9,1400,21.0,90.0,0,0,0,0,1,0
2025-08-09 00:00:56,1339,21.5,95.3,1400,21.0,90.0,0,0,0,0,1,0
2025-08-10 00:00:55,1495,21.3,92.8,1400,21.0,90.0,0,0,0,0,1,0
2025-08-11 00:00:55,1297,21.9,96.0,1400,21.0,90.0,0,0,1,0,1,0
2025-08-12 00:00:55,1457,20.7,88.5,1400,21.0,90.0,0,0,0,1,0,0
2025-08-13 00:00:55,1460,21.7,96.3,1400,21.0,90.0,0,0,0,0,1,0
2025-08-14 00:00:55,1393,21.8,89.0,1400,22.0,90.0,0,0,0,0,0,0
2025-08-15 00:00:55,1389,22.3,95.9,1400,22.0,90.0,0,0,0,0,1,0
2025-08-16 00:00:55,1272,22.5,95.5,1200,22.0,90.0,0,0,0,0,1,0
2025-08-17 00:00:54,1179,22.8,96.4,1200,22.0,90.0,0,0,0,0,1,0
2025-08-18 00:00:54,1227,22.5,92.6,1200,22.0,90.0,1,0,1,0,1,0
2025-08-19 00:00:54,1348,21.6,101.1,1200,21.0,90.0,1,0,0,0,1,0
2025-08-20 00:00:53,673,8.2,89.1,1200,8.0,90.0,0,0,1,1,0,1
2025-08-21 00:00:54,1184,21.3,97.9,1200,21.0,90.0,0,0,0,0,1,0
2025-08-22 00:00:54,1174,20.9,91.2,1200,21.0,90.0,0,0,0,0,1,0
2025-08-23 00:00:53,897,9.8,92.5,1200,9.0,90.0,0,0,0,0,1,0
2025-08-24 00:00:53,1224,19.3,95.3,1200,19.0,90.0,0,0,0,0,1,0
2025-08-25 00:00:53,1241,19.3,94.0,1200,19.0,90.0,0,0,0,0,1,0
2025-08-26 00:00:53,1147,18.5,96.8,1200,18.0,90.0,0,0,0,0,1,0
2025-08-27 00:00:52,1168,18.3,96.0,1200,18.0,90.0,0,0,0,0,1,0
2025-08-28 00:00:52,1164,18.8,97.1,1200,18.0,90.0,0,0,0,0,1,0
2025-08-29 00:00:52,1081,17.8,90.8,1200,18.0,90.0,0,0,0,0,0,0
2025-08-30 00:00:52,1298,18.9,94.3,1200,18.0,90.0,0,0,0,0,1,0
2025-08-31 00:00:52,1105,17.8,91.1,1200,18.0,90.0,0,0,0,0,0,0
2025-09-01 00:00:51,1026,18.9,97.6,1200,18.0,90.0,0,0,0,0,1,0
2025-09-02 00:00:52,1082,20.4,94.9,1200,20.0,90.0,0,0,0,0,1,0
2025-09-03 00:00:51,1269,21.0,96.4,1200,20.5,90.0,0,0,0,0,1,0
2025-09-04 00:00:51,1129,21.2,95.2,1200,20.5,90.0,0,0,1,0,1,0
2025-09-05 00:00:51,1303,21.1,95.8,1200,20.5,90.0,1,0,0,0,1,0
2025-09-06 00:00:50,1112,21.7,96.8,1300,21.0,90.0,0,0,0,0,1,0
2025-09-07 00:00:50,1288,20.9,89.9,1300,21.0,90.0,0,0,0,0,0,0
2025-09-08 00:00:50,1326,21.9,97.0,1300,21.0,90.0,0,0,0,0,1,0
2025-09-09 00:00:50,1125,21.8,95.8,1300,21.0,90.0,0,0,0,0,1,0
2025-09-10 00:00:49,1338,21.1,91.4,1300,21.0,90.0,0,0,1,0,1,0
2025-09-11 00:00:50,368,21.7,94.4,1300,21.0,90.0,0,0,1,0,1,1
2025-09-12 00:00:49,306,22.4,89.7,1300,21.0,90.0,0,0,1,1,0,1
2025-09-13 00:00:48,327,23.3,95.3,1300,21.0,90.0,0,0,1,0,1,1
2025-09-14 00:00:49,375,25.0,95.9,1300,21.0,90.0,0,0,1,0,1,1
2025-09-15 00:00:49,421,24.1,94.8,1300,21.0,90.0,0,0,1,0,1,1
2025-09-16 00:00:48,459,24.0,94.8,1300,21.0,90.0,0,0,1,0,1,1
2025-09-17 00:00:48,1826,19.9,101.6,1300,19.0,90.0,1,0,0,0,1,1
2025-09-18 00:00:47,509,10.5,91.0,1300,8.0,90.0,0,0,1,0,1,1
2025-09-19 00:00:48,316,20.0,90.3,1300,8.0,90.0,0,0,1,0,1,1
2025-09-20 00:00:47,391,20.8,97.7,1300,8.0,90.0,0,0,1,0,1,1
2025-09-21 00:00:47,360,19.9,93.5,1300,8.0,90.0,0,0,1,0,1,1
2025-09-22 00:00:47,328,19.1,90.1,1300,8.0,90.0,0,0,1,0,0,1
2025-09-23 00:00:47,274,19.7,81.4,1300,8.0,90.0,0,0,1,1,0,1
2025-09-24 00:00:46,734,21.1,95.1,1300,8.0,90.0,0,0,1,0,1,1
2025-09-25 00:00:45,641,23.6,97.2,1300,8.0,90.0,0,0,1,0,1,1
2025-09-26 00:00:45,385,22.4,96.3,1300,8.0,90.0,0,0,1,0,1,1
2025-09-27 00:00:45,541,23.4,96.3,1300,20.0,90.0,0,0,1,0,1,1
2025-09-28 00:00:45,415,22.2,94.5,1300,20.0,90.0,0,0,1,0,1,1
2025-09-29 00:00:45,318,21.5,93.5,1300,20.0,90.0,0,0,1,0,1,1
2025-09-30 00:00:45,329,19.9,92.7,1300,20.0,90.0,0,0,0,0,1,0
2025-10-01 00:00:45,321,18.8,91.6,1300,20.0,90.0,0,1,0,0,0,0
2025-10-02 00:00:44,317,18.6,89.4,1300,20.0,90.0,0,1,0,0,0,1
2025-10-03 00:00:44,311,19.6,92.7,1300,20.0,90.0,0,0,0,0,1,0
2025-10-04 00:00:44,294,19.3,94.7,1300,20.0,90.0,0,1,0,0,1,1
2025-10-05 00:00:44,390,22.0,96.5,1300,20.0,90.0,0,0,1,0,1,1
2025-10-06 00:00:43,327,22.8,96.1,1300,20.0,90.0,0,0,1,0,1,1
2025-10-07 00:00:42,313,21.3,95.2,1300,20.0,90.0,0,0,1,0,1,1
2025-10-08 00:00:42,333,21.6,95.8,1300,20.0,90.0,0,0,1,0,1,1
2025-10-09 00:00:42,310,20.5,93.7,1300,20.0,90.0,0,0,1,0,1,1
2025-10-10 00:00:42,294,18.2,89.6,1300,20.0,90.0,0,1,0,0,0,1
2025-10-11 00:00:41,318,19.0,91.4,1300,20.0,90.0,0,1,0,0,0,0
2025-10-12 00:00:41,363,19.6,91.0,1300,20.0,90.0,0,0,0,0,0,0
2025-10-13 00:00:41,275,20.4,91.7,1300,20.0,90.0,0,0,1,0,1,1
2025-10-14 00:00:40,269,22.3,96.2,1300,20.0,90.0,0,0,1,0,1,1
2025-10-15 00:00:41,285,19.6,92.9,1300,20.0,90.0,0,0,0,0,1,0
2025-10-16 00:00:40,291,20.2,93.5,1300,20.0,90.0,0,0,1,0,1,1
2025-10-17 00:00:40,279,19.0,91.3,1300,20.0,90.0,0,1,0,0,1,0
2025-10-18 00:00:39,315,20.2,92.7,1300,20.0,90.0,0,0,1,0,1,1
2025-10-19 00:00:40,298,18.6,91.4,1300,20.0,90.0,0,1,0,0,0,1
2025-10-20 00:00:39,294,17.7,90.3,1300,20.0,90.0,0,1,0,0,0,1
2025-10-21 00:00:39,260,14.3,85.0,1300,20.0,90.0,0,1,0,1,0,1
2025-10-22 00:00:38,242,14.9,84.3,1300,20.0,90.0,0,1,0,1,0,1
2025-10-23 00:00:38,260,14.4,83.9,1300,20.0,90.0,0,1,0,1,0,1
2025-10-24 00:00:37,267,14.2,91.9,1300,20.0,90.0,0,1,0,0,1,1
2025-10-25 00:00:37,253,14.8,90.3,1300,20.0,90.0,0,1,0,0,0,1
2025-10-26 00:00:37,260,14.7,88.7,1300,20.0,90.0,0,1,0,1,0,1
2025-10-27 00:00:37,269,11.9,79.5,1300,20.0,90.0,0,1,0,1,0,1
2025-10-28 00:00:36,239,7.6,71.6,1300,20.0,90.0,0,1,0,1,0,1
2025-10-29 00:00:35,284,8.6,82.1,1300,5.0,90.0,0,0,1,1,0,1
2025-10-30 00:00:36,285,8.7,94.4,1300,5.0,90.0,0,0,1,0,1,1
2025-10-31 00:00:35,902,6.6,95.6,1300,6.0,90.0,0,0,1,0,1,0
2025-11-01 00:00:35,821,6.1,93.0,1300,6.0,90.0,0,0,0,0,1,0
2025-11-02 00:00:34,1140,21.2,90.4,1300,22.0,90.0,0,0,0,0,0,0
2025-11-03 00:00:34,928,22.2,89.5,1300,22.0,90.0,0,0,0,0,0,0
2025-11-04 00:00:33,1186,22.8,90.3,1300,23.0,90.0,0,0,0,0,0,0
2025-11-05 00:00:33,1491,21.5,93.0,1300,22.0,90.0,1,0,0,0,1,1
2025-11-06 00:00:32,434,13.6,95.8,1300,22.0,90.0,0,1,0,0,1,1
2025-11-07 00:00:32,1514,20.2,92.8,1300,20.0,90.0,1,0,0,0,1,1
2025-11-08 00:00:08,2066,13.9,92.8,1300,14.0,90.0,1,0,0,0,1,1
2025-11-09 00:00:07,2563,14.9,96.9,1300,14.0,90.0,1,0,0,0,1,1
2025-11-10 00:00:07,1862,14.9,96.2,1300,14.0,90.0,1,0,0,0,1,1
2025-11-11 00:00:07,1188,17.8,92.7,1300,18.0,90.0,0,1,0,0,1,0
2025-11-12 00:00:32,1087,17.2,94.4,1300,18.0,90.0,0,0,0,0,1,0
2025-11-13 00:00:31,1474,17.4,96.9,1300,18.0,90.0,1,0,0,0,1,1
2025-11-14 00:00:30,287,8.3,92.5,1300,18.0,90.0,0,1,0,0,1,1
2025-11-15 00:00:30,1020,18.5,91.4,1300,19.0,90.0,0,1,0,0,1,0
2025-11-16 00:00:30,956,14.1,95.9,1300,15.0,90.0,0,0,0,0,1,0
2025-11-17 00:00:29,427,14.3,92.6,1300,15.0,90.0,0,0,0,0,1,0
2025-11-18 00:00:28,910,16.8,92.4,1300,17.5,90.0,0,0,0,0,1,0
2025-11-19 00:00:28,626,13.1,93.3,1300,14.0,90.0,0,0,0,0,1,0
2025-11-20 00:00:28,778,14.3,92.9,1300,15.0,90.0,0,0,0,0,1,0
2025-11-21 00:00:27,1375,17.7,92.5,1300,18.0,90.0,0,0,0,0,1,0
2025-11-22 00:00:27,1017,17.4,91.7,1300,18.0,90.0,0,0,0,0,0,0
2025-11-23 00:00:26,978,14.6,94.2,1300,15.0,90.0,0,0,0,0,1,0
2025-11-24 00:00:26,1277,14.3,96.4,1300,15.0,90.0,0,0,0,0,1,0
2025-11-25 00:00:25,1258,14.7,96.5,1300,15.0,90.0,0,0,0,0,1,0
2025-11-26 00:00:25,928,14.3,94.5,1300,15.0,90.0,0,0,0,0,1,0
2025-11-27 00:00:24,1037,14.6,94.1,1300,15.0,90.0,0,0,0,0,1,0
2025-11-28 00:00:24,1574,16.5,102.1,1300,17.0,90.0,1,0,0,0,1,1
2025-11-29 00:00:24,1370,17.1,101.0,1300,18.0,90.0,1,0,0,0,1,1
2025-11-30 00:00:23,1713,17.1,102.5,1300,17.0,90.0,1,0,0,0,1,1
2025-12-01 00:00:23,1946,17.6,100.5,1300,17.0,90.0,1,0,1,0,1,1
2025-12-02 00:00:22,249,5.6,103.3,1300,17.0,90.0,0,1,0,0,1,1
2025-12-03 00:00:21,1218,15.2,100.7,1300,16.0,90.0,0,0,0,0,1,0
2025-12-04 00:00:21,774,15.0,95.8,1300,16.0,90.0,0,1,0,0,1,0
2025-12-05 00:00:20,1015,15.2,94.6,1300,16.0,90.0,0,0,0,0,1,0
2025-12-06 00:00:56,876,16.0,89.3,1300,16.0,90.0,0,0,0,1,0,0
2025-12-07 00:00:55,1194,16.0,96.1,1300,16.0,90.0,0,0,0,0,1,0
2025-12-08 00:00:55,1237,15.2,98.0,1300,16.0,90.0,0,0,0,0,1,0
2025-12-09 00:00:28,881,15.7,94.7,1300,16.0,90.0,0,0,0,0,1,0
2025-12-10 00:00:28,859,15.2,93.6,1300,16.0,90.0,0,0,0,0,1,0
2025-12-11 00:00:27,1308,15.1,96.8,1300,16.0,90.0,0,0,0,0,1,0
2025-12-12 00:00:26,956,16.2,94.6,1300,17.0,90.0,0,0,0,0,1,0
2025-12-13 00:00:26,1009,16.3,93.8,1300,17.0,90.0,0,0,0,0,1,0
2025-12-14 00:00:25,1144,16.4,94.0,1300,17.0,90.0,0,0,0,0,1,0
2025-12-15 00:00:25,859,16.0,93.8,1300,17.0,90.0,0,1,0,0,1,0
2025-12-16 00:00:25,966,16.8,90.5,1300,17.0,90.0,0,0,0,0,0,0
2025-12-17 00:00:24,1258,17.1,92.0,1300,17.0,90.0,0,0,0,0,1,0
2025-12-18 00:00:24,902,16.8,87.9,1300,17.0,90.0,0,0,0,1,0,0
