"데이터 수신 시간","운전 상태","운전 모드","재배 일자","CO2 평균값","온도 평균값","습도 평균값","조도 평균값","CO2_1","온도_1","습도_1","조도_1","CO2_2","온도_2","습도_2","조도_2","CO2_3","온도_3","습도_3","조도_3","CO2_4","온도_4","습도_4","조도_4","CO2 제어방식","CO2 설정값1","CO2 설정값2","온도 제어방식","온도 설정값1","온도 설정값2","습도 제어방식","습도 설정값1","습도 설정값2","조도 제어방식","조도 설정값1","조도 설정값2","CO2 릴레이동작","난방 릴레이 동작","냉방 릴레이 동작","가습 릴레이 동작","제습 릴레이 동작","조명 릴레이 동작","알람 릴레이 동작"
"2025-05-01 00:00:36","운전","단일제어","99","296","11.8","88.6","0","296","11.8","88.6","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","동작","정지","정지","동작"
"2025-05-02 00:00:35","운전","단일제어","99","314","14.7","95.3","0","314","14.7","95.3","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-05-03 00:00:35","운전","단일제어","99","303","13.1","85.8","0","303","13.1","85.8","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","동작","정지","정지","동작"
"2025-05-04 00:00:35","운전","단일제어","99","277","10.9","92.2","0","277","10.9","92.2","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","정지","동작","정지","동작"
"2025-05-05 00:00:34","운전","단일제어","99","271","9.9","80.8","0","271","9.9","80.8","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","동작","정지","정지","동작"
"2025-05-06 00:00:33","운전","단일제어","99","246","11.1","91.1","0","246","11.1","91.1","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","정지","정지","정지","동작"
"2025-05-07 00:00:33","운전","단일제어","99","273","12.1","93.5","0","273","12.1","93.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","정지","동작","정지","동작"
"2025-05-08 00:00:33","운전","단일제어","99","265","11.4","91.7","0","266","11.4","91.7","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","정지","동작","정지","동작"
"2025-05-09 00:00:33","운전","단일제어","99","279","13.4","85.8","0","279","13.4","85.8","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","동작","정지","정지","동작"
"2025-05-10 00:00:33","운전","단일제어","99","234","15.2","95.2","0","234","15.2","95.2","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-05-11 00:00:31","운전","단일제어","99","236","14.2","76.7","0","236","14.2","76.7","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","동작","정지","정지","동작"
"2025-05-12 00:00:31","운전","단일제어","99","259","11.0","84.2","0","259","11.0","84.2","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","동작","정지","정지","동작"
"2025-05-13 00:00:31","운전","단일제어","99","262","12.3","91.4","0","262","12.3","91.4","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","정지","정지","정지","동작"
"2025-05-14 00:00:31","운전","단일제어","99","275","14.0","92.4","0","275","14.0","92.4","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","동작","정지","정지","동작","정지","정지"
"2025-05-15 00:00:31","운전","단일제어","99","288","15.4","91.5","0","288","15.4","91.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","정지","정지","동작"
"2025-05-16 00:00:17","운전","단일제어","99","613","8.0","91.5","0","613","8.0","91.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1200","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","정지","정지","정지"
"2025-05-17 00:00:17","운전","단일제어","99","1264","9.7","96.5","0","1264","9.7","96.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-05-18 00:00:17","운전","단일제어","99","922","9.4","91.9","0","922","9.4","91.9","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-05-19 00:00:17","운전","단일제어","99","1215","8.9","95.1","0","1215","8.9","95.1","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-05-20 00:00:17","운전","단일제어","99","1089","8.5","90.9","0","1089","8.5","90.9","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-05-21 00:00:16","운전","단일제어","99","1057","8.8","92.6","0","1057","8.8","92.6","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-05-22 00:00:16","운전","단일제어","99","1062","8.3","91.2","0","1062","8.3","91.2","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-05-23 00:00:16","운전","단일제어","99","1447","8.1","91.3","0","1447","8.1","91.3","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-05-24 00:00:16","운전","단일제어","99","1347","8.0","90.5","0","1347","8.0","90.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-05-25 00:00:15","운전","단일제어","99","1485","8.1","90.4","0","1485","8.1","90.4","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","정지"
"2025-05-26 00:00:15","운전","단일제어","99","1306","8.1","93.3","0","1303","8.2","93.3","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-05-27 00:00:14","운전","단일제어","99","1259","8.6","93.3","0","1259","8.6","93.3","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","정지"
"2025-05-28 00:00:14","운전","단일제어","99","1250","8.7","94.5","0","1250","8.7","94.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","정지"
"2025-05-29 00:00:14","운전","단일제어","99","1345","14.1","89.3","0","1345","14.1","89.3","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","11.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","정지","정지","동작"
"2025-05-30 00:00:14","운전","단일제어","99","1322","15.5","89.9","0","1322","15.5","89.9","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","12.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","정지","정지","동작"
"2025-05-31 00:00:13","운전","단일제어","99","1404","15.3","90.0","0","1404","15.3","90.0","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","11.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","동작","정지","동작","정지","정지","정지","동작"
"2025-06-01 00:00:13","운전","단일제어","99","1476","13.4","92.3","0","1476","13.4","92.3","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-02 00:00:13","운전","단일제어","99","1470","12.5","90.6","0","1470","12.5","90.6","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-03 00:00:12","운전","단일제어","99","955","9.9","92.1","0","955","9.9","92.1","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-04 00:00:12","운전","단일제어","99","1169","9.8","89.8","0","1169","9.8","89.8","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","정지","정지","동작"
"2025-06-05 00:00:12","운전","단일제어","99","891","8.3","88.5","0","891","8.3","88.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","정지","정지","동작"
"2025-06-06 00:00:12","운전","단일제어","99","860","8.8","90.8","0","860","8.8","90.8","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-07 00:00:11","운전","단일제어","99","1045","10.3","91.7","0","1045","10.3","91.7","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","10.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-08 00:00:11","운전","단일제어","99","960","10.4","91.9","0","960","10.4","91.9","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-09 00:00:10","운전","단일제어","99","1317","12.3","91.2","0","1317","12.3","91.2","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-10 00:00:11","운전","단일제어","99","1090","11.2","90.8","0","1090","11.2","90.8","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","11.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-11 00:00:10","운전","단일제어","99","1279","13.4","89.7","0","1279","13.4","89.7","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","13.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","정지","정지","동작"
"2025-06-12 00:00:10","운전","단일제어","99","1410","12.4","89.3","0","1410","12.4","89.4","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","12.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","정지","정지","동작"
"2025-06-13 00:00:10","운전","단일제어","99","1335","16.2","96.1","0","1335","16.2","96.1","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","16.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-06-14 00:00:09","운전","단일제어","99","1449","15.4","96.1","0","1450","15.4","96.1","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-06-15 00:00:09","운전","단일제어","99","1462","19.0","91.1","0","1462","19.0","91.1","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","19.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-06-16 00:00:09","운전","단일제어","99","1347","19.3","92.0","0","1347","19.3","92.0","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","19.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","정지"
"2025-06-17 00:00:09","운전","단일제어","99","1252","19.5","95.7","0","1252","19.5","95.7","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","19.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-06-18 00:00:08","운전","단일제어","99","1338","19.1","91.2","0","1338","19.1","91.2","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","19.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-06-19 00:00:08","운전","단일제어","99","1467","19.6","95.1","0","1467","19.6","95.1","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","19.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-06-20 00:00:08","운전","단일제어","99","1405","19.8","95.3","0","1405","19.8","95.3","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","19.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","정지","정지","동작","정지","정지"
"2025-06-21 00:00:07","운전","단일제어","99","3061","20.7","94.2","0","3061","20.7","94.2","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","20.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","동작","정지","정지","정지","동작","정지","동작"
"2025-06-22 00:00:07","운전","단일제어","99","3933","20.9","95.6","0","3933","20.9","95.6","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","20.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","동작","정지","정지","정지","동작","정지","동작"
"2025-06-23 00:00:07","운전","단일제어","99","4806","20.9","95.6","0","4806","20.9","95.6","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","20.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","동작","정지","정지","정지","동작","정지","동작"
"2025-06-24 00:00:06","운전","단일제어","99","409","21.3","88.5","0","410","21.3","88.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","20.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","동작","정지","정지","동작"
"2025-06-25 00:00:05","운전","단일제어","99","817","21.5","97.3","0","817","21.5","97.3","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","18.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-26 00:00:05","운전","단일제어","99","388","21.9","92.9","0","390","21.9","93.0","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","18.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-27 00:00:05","운전","단일제어","99","505","22.3","96.2","0","505","22.3","96.2","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","18.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-06-28 00:00:04","운전","단일제어","99","2133","18.4","93.5","0","2133","18.4","93.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","동작","정지","동작","정지","동작","정지","동작"
"2025-06-29 00:00:04","운전","단일제어","99","1557","16.0","94.8","0","1557","16.0","94.8","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","8.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","동작","정지","동작","정지","동작","정지","동작"
"2025-06-30 00:00:04","운전","단일제어","99","1616","16.1","94.9","0","1617","16.1","94.9","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","13.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","동작","정지","동작","정지","동작","정지","동작"
"2025-07-01 00:00:04","운전","단일제어","99","1345","16.1","95.4","0","1345","16.1","95.4","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","14.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-07-02 00:00:04","운전","단일제어","99","1291","16.1","94.5","0","1291","16.1","94.5","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-07-03 00:00:04","운전","단일제어","99","1322","16.7","93.3","0","1322","16.7","93.3","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","15.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","정지","정지","동작","정지","동작","정지","동작"
"2025-07-04 00:00:04","운전","단일제어","99","1504","16.8","96.1","0","1504","16.8","96.1","0","0","0.0","0.0","0","0","0.0","0.0","0","0","0.0","0.0","0","자동","1400","10분/10분","자동","16.0","10분/10분","자동","90.0","10분/10분","고정","9","0분/9분","동작","정지","정지","정지","동작","정지","정지"
