데이터 수신 시간,CO2 평균값,온도 평균값,습도 평균값,CO2 설정값1,온도 설정값1,습도 설정값1,CO2 릴레이동작,난방 릴레이 동작,냉방 릴레이 동작,가습 릴레이 동작,제습 릴레이 동작,알람 릴레이 동작
2025-05-26 00:00:15,2719,14.9,98.0,1300,14.5,95.0,1,0,0,0,1,1
2025-05-27 00:00:14,1845,14.4,96.6,1300,14.0,95.0,1,0,0,0,0,1
2025-05-28 00:00:14,1313,14.2,96.4,1300,14.0,95.0,0,0,0,0,0,0
2025-05-29 00:00:14,1218,14.2,91.5,1300,14.0,95.0,0,0,1,1,0,0
2025-05-30 00:00:14,1229,13.7,97.8,1300,13.0,95.0,0,0,0,0,1,0
2025-05-31 00:00:14,1160,13.8,97.5,1300,13.0,95.0,0,0,0,0,1,0
2025-06-01 00:00:14,1243,14.8,98.3,1300,14.0,95.0,0,0,0,0,1,0
2025-06-02 00:00:14,1242,14.3,92.8,1300,14.0,95.0,0,0,1,1,0,0
2025-06-03 00:00:12,2123,14.0,97.4,1300,13.5,95.0,1,0,0,0,1,1
2025-06-04 00:00:13,1322,13.3,92.1,1300,13.5,95.0,0,0,0,1,0,0
2025-06-05 00:00:12,1337,15.6,97.9,1300,15.0,95.0,0,0,0,0,1,0
2025-06-06 00:00:12,1296,15.6,98.8,1300,15.0,95.0,0,0,0,0,1,0
2025-06-07 00:00:12,426,16.0,95.2,1300,15.0,95.0,0,0,1,0,0,1
2025-06-08 00:00:12,1201,18.7,98.0,1300,18.0,95.0,0,0,0,0,1,0
2025-06-09 00:00:11,1388,18.7,98.4,1300,18.0,95.0,0,0,0,0,1,0
2025-06-10 00:00:11,2123,18.8,98.6,1400,18.0,95.0,1,0,0,0,1,1
2025-06-11 00:00:11,1943,19.5,98.0,1400,19.0,95.0,1,0,0,0,1,1
2025-06-12 00:00:10,1866,19.7,98.3,1400,19.0,95.0,1,0,0,0,1,1
2025-06-13 00:00:10,1708,19.5,98.5,1400,19.0,95.0,1,0,0,0,1,1
2025-06-14 00:00:10,2677,17.7,102.7,1400,17.0,95.0,1,0,0,0,1,1
2025-06-15 00:00:10,1350,17.5,99.3,1400,17.0,95.0,0,0,0,0,1,0
2025-06-16 00:00:09,1201,17.7,98.7,1400,17.0,95.0,0,0,0,0,1,0
2025-06-17 00:00:09,1343,17.1,96.1,1400,17.0,95.0,0,0,0,0,0,0
2025-06-18 00:00:08,1470,18.9,99.0,1400,18.0,95.0,0,0,0,0,1,0
2025-06-19 00:00:08,3148,18.8,99.9,1400,18.0,95.0,1,0,0,0,1,1
2025-06-20 00:00:08,481,23.3,99.2,1400,18.0,95.0,0,0,1,0,1,1
2025-06-21 00:00:08,1612,20.8,99.0,1400,20.0,95.0,1,0,1,0,1,1
2025-06-22 00:00:08,1032,17.0,99.3,1400,20.0,95.0,0,1,0,0,1,1
2025-06-23 00:00:08,2478,20.5,99.8,1400,20.0,95.0,1,0,0,0,1,1
2025-06-24 00:00:07,549,21.3,95.8,1400,20.0,95.0,0,0,1,0,0,1
2025-06-25 00:00:06,653,9.6,95.9,1400,9.0,95.0,0,0,0,0,0,0
2025-06-26 00:00:06,1601,17.8,97.8,1400,17.0,95.0,1,0,1,0,1,1
2025-06-27 00:00:05,1571,18.2,97.1,1400,18.0,95.0,1,0,0,0,1,1
2025-06-28 00:00:05,536,8.4,91.7,1400,8.0,95.0,0,0,0,1,0,1
2025-06-29 00:00:05,1546,19.8,98.9,1400,19.0,95.0,1,0,0,0,1,0
2025-06-30 00:00:05,1485,19.8,98.8,1400,19.0,95.0,1,0,0,0,1,0
2025-07-01 00:00:04,1337,19.1,96.9,1400,19.0,95.0,0,0,0,0,0,0
2025-07-02 00:00:04,1280,19.4,98.5,1400,19.0,95.0,0,0,0,0,1,0
2025-07-03 00:00:04,1202,19.1,91.4,1400,19.0,95.0,0,0,1,1,0,0
2025-07-04 00:00:04,1190,20.2,99.2,1400,19.5,95.0,0,0,0,0,1,0
2025-07-05 00:00:04,1096,19.5,97.9,1400,19.0,95.0,0,0,0,0,1,0
2025-07-06 00:00:04,1011,19.6,98.8,1400,19.0,95.0,0,0,0,0,1,0
2025-07-07 00:00:03,1096,19.5,98.3,1400,19.0,95.0,0,0,0,0,1,0
2025-07-08 00:00:03,1095,19.8,98.8,1400,19.0,95.0,0,0,0,0,1,0
2025-07-09 00:00:03,1174,20.4,98.5,1400,19.5,95.0,0,0,0,0,1,0
2025-07-10 00:00:02,1154,19.9,98.0,1400,19.5,95.0,0,0,0,0,1,0
2025-07-11 00:00:02,469,10.8,84.7,1400,11.0,95.0,0,0,0,1,0,1
2025-07-12 00:00:02,1731,19.9,99.2,1400,19.0,95.0,1,0,0,0,1,1
2025-07-13 00:00:02,1734,19.5,101.6,1400,19.0,95.0,1,0,0,0,1,1
2025-07-14 00:00:02,1548,19.6,99.7,1400,19.0,95.0,1,0,0,0,1,0
2025-07-15 00:00:02,1593,18.4,102.6,1400,18.0,95.0,1,0,0,0,1,1
2025-07-16 00:00:02,2037,20.2,100.5,1400,20.0,95.0,1,0,0,0,1,1
2025-07-17 00:00:01,2005,20.8,100.3,1400,20.0,95.0,1,0,0,0,1,1
2025-07-18 00:00:01,2013,20.4,100.0,1400,20.0,95.0,1,0,0,0,1,1
2025-07-19 00:00:00,1762,20.9,99.8,1400,20.0,95.0,1,0,0,0,1,1
2025-07-20 00:00:00,2068,20.4,99.9,1400,20.0,95.0,1,0,0,0,1,1
2025-07-21 00:00:00,1147,20.7,98.3,1400,20.0,95.0,0,0,0,0,1,0
2025-07-22 00:00:00,1184,20.7,98.3,1400,20.0,95.0,0,0,0,0,1,0
2025-07-23 00:01:00,1738,20.9,102.7,1400,20.0,95.0,1,0,0,0,1,1
2025-07-24 00:01:00,1364,21.2,99.8,1400,20.5,95.0,0,0,0,0,1,0
2025-07-25 00:00:59,1284,21.1,99.3,1400,20.5,95.0,0,0,0,0,1,0
2025-07-26 00:00:59,1316,21.8,99.4,1400,21.0,95.0,0,0,0,0,1,0
2025-07-27 00:00:59,1249,20.9,95.4,1400,21.0,95.0,0,0,0,0,1,0
2025-07-28 00:00:58,1172,21.9,99.4,1400,21.0,95.0,0,0,0,0,1,0
2025-07-29 00:00:58,1043,21.6,99.0,1400,21.0,95.0,0,0,0,0,1,0
2025-07-30 00:00:59,1159,21.9,99.2,1400,21.5,95.0,0,0,0,0,1,0
2025-07-31 00:00:58,1355,22.0,98.8,1400,21.5,95.0,0,0,0,0,1,0
2025-08-01 00:00:58,1129,22.0,98.8,1400,21.5,95.0,0,0,0,0,1,0
2025-08-02 00:00:58,924,22.5,98.5,1400,22.0,95.0,0,0,0,0,1,0
2025-08-03 00:00:57,930,22.5,98.0,1400,22.0,95.0,0,0,0,0,1,0
2025-08-04 00:00:57,698,22.8,99.3,1400,22.0,95.0,0,0,0,0,1,0
2025-08-05 00:00:57,883,22.8,98.6,1400,22.0,95.0,0,0,0,0,1,0
2025-08-06 00:00:57,1515,22.9,101.3,1400,22.0,95.0,1,0,0,0,1,1
2025-08-07 00:00:57,795,22.6,99.8,1400,22.0,95.0,0,0,0,0,1,0
2025-08-08 00:00:56,1205,22.7,99.0,1400,22.0,95.0,0,0,0,0,1,0
2025-08-09 00:00:56,1750,22.5,101.1,1400,22.0,95.0,1,0,0,0,1,1
2025-08-10 00:00:56,1606,22.6,100.3,1400,22.0,95.0,1,0,0,0,1,1
2025-08-11 00:00:55,1164,21.4,99.3,1400,21.0,95.0,0,0,0,0,1,0
2025-08-12 00:00:55,1238,21.8,101.1,1400,21.0,95.0,0,0,0,0,1,0
2025-08-13 00:00:55,1981,21.3,99.8,1400,21.0,95.0,1,0,0,0,1,1
2025-08-14 00:00:55,1377,21.9,98.2,1400,22.0,95.0,0,0,0,0,1,0
2025-08-15 00:00:55,1475,21.3,100.8,1400,21.0,95.0,0,0,0,0,1,0
2025-08-16 00:00:55,1211,21.8,99.8,1400,21.0,95.0,0,0,0,0,1,0
2025-08-17 00:00:54,1090,21.5,98.8,1400,21.0,95.0,0,0,0,0,1,0
2025-08-18 00:00:54,1274,21.8,99.0,1400,21.0,95.0,0,0,0,0,1,0
2025-08-19 00:00:54,787,21.1,97.6,1400,21.0,95.0,0,0,0,0,1,0
2025-08-20 00:00:54,736,21.9,98.2,1400,21.0,95.0,0,0,0,0,1,0
2025-08-21 00:00:54,1273,21.6,101.4,1400,21.0,95.0,0,0,0,0,1,0
2025-08-22 00:00:54,935,21.5,99.4,1400,21.0,95.0,0,0,0,0,1,0
2025-08-23 00:00:53,807,21.8,98.6,1400,21.0,95.0,0,0,0,0,1,0
2025-08-24 00:00:54,808,21.2,98.0,1400,21.0,95.0,0,0,0,0,1,0
2025-08-25 00:00:53,734,20.9,95.5,1400,21.0,95.0,0,0,0,0,0,0
2025-08-26 00:00:53,765,21.2,96.2,1400,21.0,95.0,0,0,0,0,0,0
2025-08-27 00:00:53,735,21.7,98.2,1400,21.0,95.0,0,0,0,0,1,0
2025-08-28 00:00:53,841,20.9,99.8,1400,20.0,95.0,0,0,0,0,1,0
2025-08-29 00:00:52,606,20.9,97.9,1400,20.0,95.0,0,0,0,0,1,0
2025-08-30 00:00:52,594,20.7,96.8,1400,20.0,95.0,0,0,0,0,0,0
2025-08-31 00:00:52,546,20.9,97.2,1400,20.0,95.0,0,0,0,0,1,0
2025-09-01 00:00:52,651,20.1,94.2,1400,20.0,95.0,0,0,0,1,0,0
2025-09-02 00:00:52,584,20.6,95.9,1400,20.0,95.0,0,0,0,0,0,0
2025-09-03 00:00:52,908,20.8,98.2,1400,20.0,95.0,0,0,0,0,1,0
2025-09-04 00:00:51,780,8.1,98.8,1400,7.0,95.0,0,0,1,0,1,1
2025-09-05 00:00:51,997,18.3,99.9,1400,17.5,95.0,0,0,0,0,1,0
2025-09-06 00:00:50,484,8.0,90.3,1400,8.0,95.0,0,0,0,1,0,0
2025-09-07 00:00:50,1346,20.3,102.6,1400,21.0,95.0,0,1,0,0,1,1
2025-09-08 00:00:50,502,8.3,95.2,1400,8.0,95.0,0,0,0,0,0,0
2025-09-09 00:00:50,744,20.6,101.0,1400,20.0,95.0,0,0,0,0,1,0
2025-09-10 00:00:50,1861,27.1,98.7,1800,28.0,99.0,1,0,0,1,0,1
2025-09-11 00:00:50,2871,21.5,100.2,1800,21.0,99.0,1,0,0,0,1,1
2025-09-12 00:00:50,999,17.2,97.5,1800,17.0,99.0,0,0,0,1,0,0
2025-09-13 00:00:49,452,7.3,93.1,1800,7.0,99.0,0,0,0,1,0,1
2025-09-14 00:00:49,837,17.4,96.0,1800,17.0,99.0,0,0,0,1,0,1
2025-09-15 00:00:49,671,14.6,95.4,1800,14.0,99.0,0,0,0,1,0,1
2025-09-16 00:00:48,928,16.7,90.8,1800,17.0,99.0,0,0,0,1,0,1
2025-09-17 00:00:49,745,16.6,95.9,1800,16.0,99.0,0,0,1,1,0,1
2025-09-18 00:00:48,861,16.8,93.0,1800,17.0,99.0,0,0,0,1,0,1
2025-09-19 00:00:48,1000,17.9,97.6,1800,17.0,99.0,0,0,0,1,0,1
2025-09-20 00:00:48,1475,19.3,97.7,1800,19.0,99.0,0,0,0,1,0,1
2025-09-21 00:00:48,1281,19.7,99.2,1800,19.0,99.0,0,0,0,0,0,0
2025-09-22 00:00:47,484,18.7,97.9,1800,19.0,99.0,0,0,0,1,0,1
2025-09-23 00:00:47,730,19.3,97.4,1800,19.0,99.0,0,0,0,1,0,1
2025-09-24 00:00:46,348,19.8,90.7,1800,19.0,99.0,0,0,0,1,0,1
2025-09-25 00:00:46,623,22.8,100.6,1800,19.0,99.0,0,0,1,0,1,1
2025-09-26 00:00:46,419,21.8,99.8,1800,19.0,99.0,0,0,1,0,1,1
2025-09-27 00:00:46,1201,20.6,98.0,1800,20.0,99.0,0,0,0,1,0,1
2025-09-28 00:00:46,1462,20.9,99.1,1800,20.0,99.0,0,0,0,0,0,0
2025-09-29 00:00:45,1335,20.8,99.2,1800,20.0,99.0,0,0,0,0,0,0
2025-09-30 00:00:45,472,20.0,97.8,1800,20.0,99.0,0,0,0,1,0,1
2025-10-01 00:00:45,399,18.6,96.1,1800,20.0,99.0,0,1,0,1,0,1
2025-10-02 00:00:44,402,18.3,93.9,1800,20.0,99.0,0,1,0,1,0,1
2025-10-03 00:00:45,391,19.3,96.4,1800,20.0,99.0,0,0,0,1,0,1
2025-10-04 00:00:44,399,19.1,98.0,1800,20.0,99.0,0,1,0,1,0,1
2025-10-05 00:00:44,453,21.5,99.4,1800,20.0,99.0,0,0,1,0,0,1
2025-10-06 00:00:44,406,22.4,99.3,1800,20.0,99.0,0,0,1,0,0,1
2025-10-07 00:00:43,400,21.0,98.5,1800,20.0,99.0,0,0,1,1,0,1
2025-10-08 00:00:42,417,21.3,98.9,1800,20.0,99.0,0,0,1,0,0,1
2025-10-09 00:00:43,389,20.2,97.3,1800,20.0,99.0,0,0,1,1,0,1
2025-10-10 00:00:43,370,18.1,93.0,1800,20.0,99.0,0,1,0,1,0,1
2025-10-11 00:00:42,395,18.8,94.6,1800,20.0,99.0,0,1,0,1,0,1
2025-10-12 00:00:41,448,19.4,94.0,1800,20.0,99.0,0,0,0,1,0,1
2025-10-13 00:00:41,349,20.2,94.3,1800,20.0,99.0,0,0,0,1,0,1
2025-10-14 00:00:41,345,22.2,98.4,1800,20.0,99.0,0,0,1,0,0,1
2025-10-15 00:00:41,366,19.4,95.8,1800,20.0,99.0,0,0,0,1,0,1
2025-10-16 00:00:41,379,20.1,96.2,1800,20.0,99.0,0,0,0,1,0,1
2025-10-17 00:00:41,360,18.8,93.5,1800,20.0,99.0,0,1,0,1,0,1
2025-10-18 00:00:40,404,20.1,94.9,1800,20.0,99.0,0,0,0,1,0,1
2025-10-19 00:00:40,374,18.4,93.8,1800,20.0,99.0,0,1,0,1,0,1
2025-10-20 00:00:40,366,17.5,92.9,1800,20.0,99.0,0,1,0,1,0,1
2025-10-21 00:00:39,331,14.4,86.9,1800,20.0,99.0,0,1,0,1,0,1
2025-10-22 00:00:38,306,14.8,86.4,1800,20.0,99.0,0,1,0,1,0,1
2025-10-23 00:00:38,335,14.4,86.8,1800,20.0,99.0,0,1,0,1,0,1
2025-10-24 00:00:38,339,15.1,87.8,1800,20.0,99.0,0,1,0,1,0,1
2025-10-25 00:00:38,328,15.4,87.5,1800,20.0,99.0,0,1,0,1,0,1
2025-10-26 00:00:38,323,14.4,93.9,1800,20.0,99.0,0,1,0,1,0,1
2025-10-27 00:00:37,331,11.5,83.6,1800,20.0,99.0,0,1,0,1,0,1
2025-10-28 00:00:36,307,7.4,73.5,1800,20.0,99.0,0,1,0,1,0,1
2025-10-29 00:00:36,655,19.8,42.8,1800,20.5,99.0,0,0,0,1,0,1
2025-10-30 00:00:36,563,19.9,47.4,1800,20.5,99.0,0,0,0,1,0,1
2025-10-31 00:00:35,606,19.8,57.3,1800,20.5,99.0,0,0,0,1,0,1
2025-11-01 00:00:35,374,14.2,66.8,1800,20.5,99.0,0,1,0,1,0,1
2025-11-02 00:00:35,360,10.4,99.9,1800,20.5,99.0,0,1,0,0,1,1
2025-11-03 00:00:34,332,7.1,93.4,1800,20.5,99.0,0,1,0,1,0,1
2025-11-04 00:00:33,1226,22.8,88.9,1800,23.0,99.0,0,1,0,1,0,1
2025-11-05 00:00:33,1293,21.4,92.9,1800,22.0,99.0,0,0,0,1,0,1
2025-11-06 00:00:33,1579,7.6,96.7,1800,7.0,99.0,0,0,0,1,0,1
2025-11-07 00:00:32,1497,14.0,98.9,1800,7.0,99.0,0,0,1,1,0,1
2025-11-08 00:00:08,1205,7.8,98.0,1800,7.0,99.0,0,0,0,1,0,1
2025-11-09 00:00:07,2677,14.6,99.4,1800,14.0,99.0,1,0,0,0,0,1
2025-11-10 00:00:08,1410,14.6,99.5,1800,14.0,99.0,0,0,0,0,0,0
2025-11-11 00:00:07,1157,17.9,92.5,1800,18.0,99.0,0,0,0,1,0,1
2025-11-12 00:00:32,935,16.8,89.7,1800,17.0,99.0,0,0,0,1,0,1
2025-11-13 00:00:31,1316,17.1,99.2,1800,18.0,99.0,0,1,0,0,0,0
2025-11-14 00:00:31,1146,17.3,95.8,1800,18.0,99.0,0,0,0,1,0,1
2025-11-15 00:00:30,1054,18.2,93.7,1800,19.0,99.0,0,0,0,1,0,1
2025-11-16 00:00:30,924,14.3,98.0,1800,15.0,99.0,0,0,0,1,0,1
2025-11-17 00:00:30,1197,14.7,99.1,1800,15.0,99.0,0,0,0,0,0,0
2025-11-18 00:00:29,1017,18.6,92.4,1800,19.0,99.0,0,0,0,1,0,1
2025-11-19 00:00:29,697,13.5,93.8,1800,14.0,99.0,0,0,0,1,0,1
2025-11-20 00:00:29,782,14.9,92.4,1800,15.0,99.0,0,0,0,1,0,1
2025-11-21 00:00:27,1322,17.0,97.7,1800,18.0,99.0,0,1,0,1,0,1
2025-11-22 00:00:27,937,17.7,91.2,1800,18.0,99.0,0,1,0,1,0,1
2025-11-23 00:00:26,957,14.2,97.2,1800,15.0,99.0,0,0,0,1,0,1
2025-11-24 00:00:26,1193,15.1,96.8,1800,15.0,99.0,0,0,0,1,0,0
2025-11-25 00:00:25,1078,14.2,98.0,1800,15.0,99.0,0,0,0,1,0,1
2025-11-26 00:00:25,975,17.3,93.6,1800,18.0,99.0,0,0,0,1,0,1
2025-11-27 00:00:25,846,13.6,96.6,1800,14.0,99.0,0,0,0,1,0,0
2025-11-28 00:00:24,1044,16.0,94.3,1800,16.0,99.0,0,0,0,1,0,1
2025-11-29 00:00:24,807,15.6,91.3,1800,16.0,99.0,0,1,0,1,0,1
2025-11-30 00:00:23,940,14.3,95.4,1800,15.0,99.0,0,0,0,1,0,1
2025-12-01 00:00:23,1514,15.2,98.9,1800,15.0,99.0,0,0,1,0,0,1
2025-12-02 00:00:22,368,8.3,99.4,1800,17.0,99.0,0,1,0,0,0,1
2025-12-03 00:00:22,885,15.5,99.9,1800,16.0,99.0,0,0,0,0,0,0
2025-12-04 00:00:21,745,15.2,96.5,1800,16.0,99.0,0,1,0,1,0,1
2025-12-05 00:00:21,710,15.2,92.2,1800,16.0,99.0,0,0,0,1,0,1
2025-12-06 00:00:56,731,13.1,102.1,1800,14.0,99.0,0,1,0,0,1,0
2025-12-07 00:00:56,1116,13.1,100.8,1800,14.0,99.0,0,0,0,0,1,0
2025-12-08 00:00:55,1007,13.2,99.8,1800,14.0,99.0,0,0,0,0,0,0
2025-12-09 00:00:28,796,14.0,96.8,1800,14.0,99.0,0,0,0,1,0,0
2025-12-10 00:00:28,850,14.6,97.6,1800,15.0,99.0,0,1,0,1,0,0
2025-12-11 00:00:27,1050,14.4,98.7,1800,15.0,99.0,0,0,0,1,0,0
2025-12-12 00:00:27,1055,15.8,96.6,1800,16.0,99.0,0,0,0,1,0,0
2025-12-13 00:00:26,928,15.1,96.4,1800,15.0,99.0,0,0,0,1,0,0
2025-12-14 00:00:26,1136,14.1,100.3,1800,15.0,99.0,0,1,0,0,1,0
2025-12-15 00:00:25,925,14.1,102.1,1800,15.0,99.0,0,1,0,0,1,0
2025-12-16 00:00:25,919,16.0,92.3,1800,16.0,99.0,0,0,0,1,0,1
2025-12-17 00:00:24,1179,13.3,100.8,1800,14.0,99.0,0,0,0,0,1,0
2025-12-18 00:00:24,924,17.0,91.4,1800,17.0,99.0,0,0,0,1,0,1
